;Unnamed: 0.1;Unnamed: 0;GV_Key;Date_cal;Ticker Symbol;Company Name;Quarter;Fiscal Data Year and Quarter;Final Date;Date_rep;Assets;Cash;Long-Term Debt;Net Income;EBIT;EBITDA;Revenue;Stockholders Equity;HQ;Share_Price;Share_Price_BD;Div_Per_Share_Ann;Div_Yield;Market_Cap;Beta_1Y;Beta_2Y;Beta_5Y;Rev_1y_Growth;Rev_2y_Growth;Primary Industry;Industry Sector;Industry Group;Industry;Shares_out;EBITDA_Margin;Profit_Margin;Leverage;Debt/Assets;Cash/Assets;ROE;P/B;P/Sales;P/EBITDA;P/EBIT;P/E;Universe;P/EBIT AVG;P/EBITDA AVG;P/Sales AVG;P/E AVG
1111;1111;1111;GV_004497;31.03.2017;BOOM;DMC GLOBAL INC;2017Q1;2017Q1;16.05.2017;27.04.2017;-0.314474207;-0.34190879;-0.231102178;-0.268348077;-0.296664087;-0.314240209;-0.32657903;-0.354565084;31;-0.32847723;15.18559;0.043478261;0.146973532;-0.33282935;0.587283399;0.870764256;-0.185946968;-0.703210228;-1.105516141;101;3;7;24;-0.389973917;-0.792094115;-1.180760199;-0.406907046;-0.7476997;-0.347398291;-1.095005418;-0.146426417;-0.057094533;15.37000692;-2.460875821;-1.345200045;Value;-2.46;15.37;-0.06;-1.35
1135;1135;1135;GV_004498;31.03.2017;IIIN;INSTEEL INDUSTRIES;2017Q1;2017Q2;20.04.2017;20.04.2017;-0.296709892;-0.248556695;-0.242221565;-0.135698744;-0.189444687;-0.236655602;-0.260035969;-0.302652452;31;-0.103870739;27.48187;1.445652174;1.935489824;-0.260741079;2.470192845;0.858015624;1.557928816;-0.656925967;-0.633367916;18;6;1;7;-0.347542776;-0.081400874;0.131569339;-0.870617467;-1.115076214;0.545913409;0.196517188;0.22813889;-0.097489778;0.17614386;0.10039302;0.1601364;Growth;0.1;0.18;0.04;0.16
1159;1159;1159;GV_004881;31.03.2017;FELE;FRANKLIN ELECTRIC CO INC;2017Q1;2017Q1;16.05.2017;27.04.2017;-0.165506844;-0.167596095;-0.163019077;-0.030112923;-0.127851911;-0.156770457;-0.13262126;-0.085019398;31;0.131735849;40.38036;0.423913043;0.398212591;-0.04065269;1.055911124;0.540312871;0.529442614;-0.225681071;-0.705247006;79;6;1;45;-0.101990696;-0.14230914;0.114765809;-0.353975689;-0.540420883;-0.071349732;-0.016430396;0.232450393;0.241088577;0.970799515;1.049473179;0.676177349;Growth;0.34;0.28;0.08;0.51
1183;1183;1183;GV_004885;31.03.2017;BEN;FRANKLIN RESOURCES INC;2017Q1;2017Q2;28.04.2017;28.04.2017;2.537815644;22.96633595;0.599149551;5.115385226;4.152058403;2.996369376;1.344179555;5.973497745;31;-0.041314068;30.90659;0.826086957;0.852446483;3.602028725;1.022079374;0.935598371;0.866778425;-0.995189628;-1.222696418;11;4;9;8;4.504127491;1.159255533;1.7799185;-0.534088377;-1.238942209;3.295618102;0.17230098;-0.182466673;0.475196414;-0.027727607;-0.182821004;-0.149358786;Value;-0.07;0.13;0.86;0.02
1207;1207;1207;GV_004941;31.03.2017;GATX;GATX CORP;2017Q1;2017Q1;18.05.2017;20.04.2017;0.845488463;0.057085115;1.920492712;0.50061147;0.39601519;0.581091071;-0.030075811;0.297569302;31;0.369401405;53.39157;1.782608696;1.300827797;0.030621801;0.829891001;0.618565779;0.215485072;-0.628368236;-0.621957103;139;6;1;66;-0.164732139;1.903481158;1.075876413;1.22710905;0.849658385;-0.41399326;0.33430642;-0.243429472;0.053586261;-0.46943302;-0.296791061;-0.197835906;Value;-0.07;-0.03;-0.05;0.06
1231;1231;1231;GV_005046;31.03.2017;GD;GENERAL DYNAMICS CORP;2017Q1;2017Q1;26.04.2017;26.04.2017;5.215381399;5.405916454;1.273159323;9.464606197;8.001507958;6.288477621;7.592681729;5.005907562;31;2.459165055;167.79752;3.608695652;0.783217336;9.333104198;0.000600894;-0.201694882;-0.388360581;-0.515023133;-0.506448433;1;6;1;0;2.18691572;0.015731771;0.385491581;-0.556524466;0.437704539;-0.084045933;0.971060507;1.07036832;0.068784952;0.345931281;0.135783613;0.117549228;Value;0.14;0.33;0.07;0.12
1255;1255;1255;GV_005071;28.02.2017;GIS;GENERAL MILLS INC;2017Q1;2016Q3;21.03.2017;21.03.2017;3.284178585;2.033931117;3.397329775;4.316185696;4.851022819;4.223132098;3.689989066;1.842631966;31;0.257868629;47.28561;2.043478261;1.567990088;5.28154624;-0.29765232;-0.741080439;-0.593162948;-0.76700963;-0.771930561;107;2;10;27;4.68697398;0.314773257;0.314044861;0.285498324;0.689078927;-0.264860505;1.161687795;1.837849927;0.112715311;0.098111757;0.025721638;0.227461342;Value;0.05;0.1;0.11;0.23
1279;1279;1279;GV_005072;31.03.2017;ALLY;ALLY FINANCIAL INC;2017Q1;2017Q1;23.05.2017;27.04.2017;26.78363381;11.07682567;19.88374067;2.489080889;5.880075754;6.471150525;2.249722367;6.430008656;31;-0.298855457;16.80726;0.304347826;0.710930085;1.159362371;1.393669648;0.177163897;0.347145468;-0.731994449;-0.745165491;32;4;9;14;3.65856107;1.840468719;0.254260139;-0.015965363;1.22577869;-0.378496275;-0.196520241;-0.609591351;-0.296176041;-0.65178801;-0.563498906;-0.197718443;Value;-0.47;-0.31;0.08;-0.03
1303;1303;1303;GV_005125;31.03.2017;GPC;GENUINE PARTS CO;2017Q1;2017Q1;25.04.2017;19.04.2017;1.191866665;0.117453459;0.036714007;1.804996585;1.598463545;1.254908621;3.810286962;1.243119191;31;0.787903948;76.30286;2.891304348;1.422888326;1.868463998;0.250838457;0.192686681;-0.118625314;-0.325124789;-0.403434861;37;1;3;17;0.810036838;-0.453791712;-0.149775497;-0.661156396;0.324424146;-0.43269;0.501661969;0.600775718;-0.327162089;0.273658846;0.122432327;0.162220857;Value;-0.15;-0.08;-0.45;0.03
1327;1327;1327;GV_005179;31.03.2017;GLT;GLATFELTER CORP;2017Q1;2017Q1;16.05.2017;02.05.2017;-0.078576863;-0.203269144;-0.039120968;-0.199431412;-0.218250254;-0.16078498;-0.163298341;-0.069161813;31;-0.286176147;17.5014;0.52173913;1.170331119;-0.218945645;1.806512018;0.412826557;0.223112111;-0.565570419;-0.734980952;108;8;14;52;-0.127239645;-0.057712459;-0.397337667;0.017179337;0.083956128;-0.304003156;-0.455027339;-0.375784729;-0.217100081;-0.077120828;1.083289394;2.774957713;Value;1.32;0.59;-0.13;3.13
1351;1351;1351;GV_005252;31.03.2017;GGG;GRACO INC;2017Q1;2017Q1;27.04.2017;26.04.2017;-0.122238142;-0.151872211;-0.088728391;0.541676858;0.413706985;0.24616601;-0.003874555;-0.121260263;31;-0.045061382;30.70144;0.47826087;0.634741116;0.539899636;0.030058692;0.182338158;0.175094504;-0.098993257;-0.095000831;79;6;1;45;-0.01802472;0.754655052;1.04464419;-0.066421878;0.061017762;-0.137265077;1.699950803;2.511091558;-0.111237579;-0.362214727;-0.389954961;-0.286719744;Growth;0.38;0.54;0.45;0.25
1375;1375;1375;GV_005284;31.03.2017;GTN;GRAY TELEVISION INC;2017Q1;2017Q1;29.05.2017;04.05.2017;0.120680723;-0.292786598;0.644649521;-0.09650112;0.069876652;0.038752344;-0.150585543;-0.15348938;31;-0.38481736;12.1012;-0.043478261;-0.125988611;-0.21905793;1.53324483;1.699440884;2.748134922;1.2008063;1.112563996;16;0;15;47;0.126361265;0.845203681;-0.057356806;1.336895969;0.892765713;-0.515509159;-0.095985849;-0.221532296;-0.187379155;-0.453246788;-0.386553343;0.291588461;Value;-0.3;-0.29;-0.17;0.73
1399;1399;1399;GV_005492;31.03.2017;LHX;L3HARRIS TECHNOLOGIES INC;2017Q1;2017Q3;04.05.2017;03.05.2017;1.516532369;0.447192647;1.714891838;0.850023029;1.96175881;1.67598679;1.224781424;1.080159436;31;1.165024016;96.94863;2.260869565;0.897158072;1.816148564;-0.175307434;-0.037365335;0.25791275;-0.498942423;0.22006154;1;6;1;0;0.580994721;0.451442691;-0.009914878;0.342317806;0.625547165;-0.373547919;0.07739553;0.721592605;0.187996945;0.085402307;0.018883237;0.895623249;Value;-0.07;-0.03;-0.05;0.06
1421;1421;1421;GV_005518;31.03.2017;HAS;HASBRO INC;2017Q1;2017Q1;10.05.2017;24.04.2017;0.43533691;3.532658883;0.365805238;0.641633976;0.341736606;0.334060219;0.540770289;0.536341197;31;0.889986699;81.89147;2.434782609;1.056021301;1.716718939;0.415120179;-0.446303403;-0.241894755;0.109150025;0.104088176;88;1;4;43;0.60413735;-0.102486088;0.195826835;0.030277327;0.171141173;1.813369214;0.241402718;1.510385694;0.601366272;1.586206866;1.639317666;0.997338938;Value;0.27;0.34;-0.05;0.3
1445;1445;1445;GV_005523;31.03.2017;HVT;HAVERTY FURNITURE;2017Q1;2017Q1;17.05.2017;01.05.2017;-0.265853017;-0.191927325;-0.215816002;-0.153918968;-0.20586204;-0.220688848;-0.153783402;-0.264870262;31;-0.329208426;15.14556;0.47826087;0.962538226;-0.28953841;0.58637507;0.110771269;-0.209992149;-0.291866155;-0.217241107;68;1;3;62;-0.328666565;-0.381632054;-0.246749446;-0.471674279;-0.596825584;0.445640407;-0.09484492;-0.259893407;-0.458742215;-0.316214133;-0.110865972;-0.019630803;Value;0.12;0.18;-0.41;0.12
1469;1469;1469;GV_005526;31.03.2017;HE;HAWAIIAN ELECTRIC INDS;2017Q1;2017Q1;10.05.2017;05.05.2017;1.666250245;0.26710009;0.680195549;0.210485523;0.273621217;0.381069949;0.264634295;0.663413297;31;-0.121760852;26.50246;1.304347826;1.818649162;0.229997798;-1.240888765;-1.080602365;-0.860024433;-0.602140823;-1.163241433;45;10;23;21;0.456175102;0.297473787;0.0032683;-0.341559869;0.917113793;-0.431872101;-0.186182309;-0.250817094;-0.127270462;-0.195851408;0.006110026;0.294593513;Value;0.06;-0.15;0.2;0.38
1493;1493;1493;GV_005530;31.03.2017;HWKN;HAWKINS INC;2017Q1;2016Q4;07.06.2017;31.05.2017;-0.272050564;-0.337112168;-0.19423146;-0.176484602;-0.219477202;-0.242837938;-0.241357009;-0.30000645;31;-0.22295075;20.96273;0.413043478;0.815327428;-0.288053199;1.129387926;0.418156669;-0.298169935;0.433940114;0.565909872;25;8;14;9;-0.423244808;-0.243917642;-0.197752354;-0.081416739;-0.235340768;-0.455627108;-0.127503872;-0.059928074;-0.431302845;-0.36694473;-0.204920763;-0.028533316;Growth;-0.02;-0.15;-0.31;0.03
1517;1517;1517;GV_005559;31.03.2017;STRL;STERLING INFRASTRUCTURE INC;2017Q1;2017Q1;30.05.2017;02.05.2017;-0.291128485;-0.256629901;-0.241532847;-0.258653495;-0.288835369;-0.300573993;-0.204127474;-0.356822043;31;-0.4257556;9.86;-0.043478261;-0.125988611;-0.326584846;0.728884852;-0.022839999;-0.642441623;0.259906057;-0.122437125;30;6;1;13;-0.293603062;-0.743878479;-0.634470207;-0.855051944;-0.15342606;0.346780265;-0.969651983;0.004942027;-0.45739496;1.576413182;-4.163535892;-1.742951319;Value;-2.38;1.17;-0.45;-1.26
1541;1541;1541;GV_005560;31.03.2017;HL;HECLA MINING CO;2017Q1;2017Q1;23.05.2017;08.05.2017;0.060597686;0.11444793;0.015099036;0.110973111;-0.134801977;-0.041595191;-0.215759162;0.363656909;31;-0.509408836;5.28033;-0.032608696;-0.028920173;-0.017206217;-1.68432085;-0.702694278;-0.741447622;1.819508494;0.572176784;126;8;14;48;3.025849474;1.021346965;1.131081333;-0.134555911;-0.598575455;-0.021846765;-0.160954699;-0.361198179;0.862660187;0.335725047;1.351579879;0.238651822;Value;0.85;0.55;0.88;0.49
1565;1565;1565;GV_005690;31.03.2017;HNI;HNI CORP;2017Q1;2017Q1;15.05.2017;19.04.2017;-0.120157623;-0.277939658;-0.153469337;-0.168518019;-0.13549065;-0.129643531;0.1427808;-0.154815709;31;0.075283747;37.28984;1.152173913;1.115127069;-0.031943279;1.062954164;0.804636574;0.370402481;-0.63711574;-0.581128593;99;6;2;10;-0.123053895;-0.464960113;-0.41840713;-0.409977661;0.239411306;-0.413283161;-0.329051357;0.562911895;-0.272041059;0.519661564;0.912129974;3.011177682;Value;0.96;0.69;-0.27;2.72
1589;1589;1589;GV_005870;31.03.2017;IDA;IDACORP INC;2017Q1;2017Q1;08.05.2017;04.05.2017;0.700414062;-0.230419884;0.642760367;0.190613535;0.146089896;0.199704298;-0.044579047;0.695730461;31;0.676843719;70.22277;2.347826087;1.252267215;0.325975538;-0.298812186;-0.798542791;-0.621694621;-0.365928019;-0.382401015;45;10;23;21;-0.066532818;0.806994534;0.445272293;0.107223861;0.342497706;-0.5228554;-0.211266117;-0.175384569;0.563178317;0.221295469;0.45548352;0.546046112;Value;0.49;0.33;0.8;0.58
1613;1613;1613;GV_005959;31.03.2017;TT;TRANE TECHNOLOGIES PLC;2017Q1;2017Q1;26.04.2017;26.04.2017;2.546082164;3.159077773;1.639883527;1.257881613;1.682331359;1.592642278;2.842005568;2.994607919;15;0.514406107;61.32998;1.695652174;0.825292629;3.356737779;0.499776411;0.341072646;0.145071375;-0.295812095;-0.282188514;18;6;1;7;1.807141769;-0.22751481;-0.167015223;-0.119973383;0.214633323;0.002181697;-0.16348748;0.323449557;-0.08340394;0.448161686;0.424249627;0.853516285;Value;0.23;0.05;-0.08;0.27
1637;1637;1637;GV_005987;31.03.2017;GFF;GRIFFON CORP;2017Q1;2017Q2;05.05.2017;04.05.2017;-0.045089261;-0.229317059;0.261676053;-0.165875197;-0.144348421;-0.150268444;0.042362264;-0.218053066;31;-0.268311241;18.47943;0.217391304;0.389407361;-0.194351692;1.744969257;0.595671232;0.60941133;-2.390607758;-1.875436255;18;6;1;7;-0.147908469;-0.424503002;-0.39215097;1.083679205;0.790453871;-0.377120333;-0.251953984;0.124802208;-0.418997684;-0.12470855;0.074307502;1.01593311;Value;-0.12;-0.26;-0.38;0.19
1661;1661;1661;GV_006013;31.03.2017;CCRD;CORECARD CORPORATION;2017Q1;2017Q1;11.06.2017;09.05.2017;-0.338582489;-0.311484123;-0.242221565;-0.23643092;-0.282692715;-0.318801323;-0.366445809;-0.402049282;31;-0.532795619;4;-0.043478261;-0.125988611;-0.364431101;-1.398365008;-1.752118603;-1.582822793;2.282497065;2.215863161;10;7;19;60;-0.439512768;-2.273206381;-3.107465317;-0.870617467;-1.436757483;5.39489997;-1.101947347;-0.199015176;1.463873608;-2.961506804;-1.926004566;-1.314361567;Growth;-2.11;-3.66;2.32;-1.4
1685;1685;1685;GV_006034;31.03.2017;TILE;INTERFACE INC;2017Q1;2017Q1;23.05.2017;26.04.2017;-0.212620984;-0.142629745;-0.136715452;-0.121379223;-0.09565047;-0.144708337;-0.131711865;-0.24205905;31;-0.263198162;18.75935;0.217391304;0.508304334;-0.159397619;0.467649525;0.370590871;0.221256885;-0.567130675;-0.626442689;99;6;2;10;0.056485224;-0.092224866;-0.170226527;0.068038813;0.073459534;0.206106675;0.007654018;0.483851483;-0.069735388;0.244742228;0.202481368;0.904241715;Value;0.12;0.11;-0.08;0.29
1709;1709;1709;GV_006104;31.03.2017;IP;INTL PAPER CO;2017Q1;2017Q1;05.05.2017;27.04.2017;5.230441859;2.296748794;8.434703338;2.425551514;2.974980161;3.856644584;5.122338684;1.940148594;31;0.110867612;39.23791;1.967391304;1.650084361;3.352176867;0.390329793;0.128320118;0.515667866;-0.971966968;-0.979964922;109;8;14;16;3.175801522;-0.056339895;-0.15223285;0.922988212;1.040595741;-0.352425865;0.417243201;0.847169293;-0.30120341;-0.234929514;-0.029568528;0.234078739;Value;-0.03;-0.23;-0.27;-0.1
1733;1733;1733;GV_006136;31.03.2017;IPG;INTERPUBLIC GROUP OF COS;2017Q1;2017Q1;21.04.2017;21.04.2017;1.615412657;1.704146753;0.40790118;0.083858774;-0.003732296;0.115846018;1.83974599;0.610441548;31;-0.259573049;18.95781;0.739130435;1.43048086;1.211714484;-0.875894354;-0.157853928;0.605810009;-0.346852622;-0.33248516;0;0;15;47;2.992955032;-0.640410815;-0.40238449;-0.488051915;0.862675411;-0.076660981;-0.272292042;0.80970739;-0.255914797;1.803908349;3.155706276;2.598619055;Value;3.16;1.47;0.37;2.76
1757;1757;1757;GV_006216;31.03.2017;J;JACOBS SOLUTIONS INC;2017Q1;2017Q2;09.05.2017;09.05.2017;0.843664976;1.437332334;-0.07236248;0.405546114;0.802079479;0.629356677;2.112880983;1.72528235;31;0.359120084;52.82871;0.608695652;0.439707898;0.735251482;0.74745668;0.562022949;0.724738465;-1.045384597;-1.055548653;121;6;2;56;0.553065816;-0.448494457;-0.318877755;-0.705609143;-0.464519471;0.143375441;-0.280406441;-0.294765828;-0.344636818;0.194017146;0.096285282;0.751213011;Value;0.06;0.07;-0.34;0.49
1781;1781;1781;GV_006268;31.03.2017;JCI;JOHNSON CONTROLS INTL PLC;2017Q1;2017Q2;05.05.2017;27.04.2017;7.959062573;0.739507556;5.747285893;-2.110445817;4.114854181;4.518833862;7.406523353;9.929345492;15;0.048433873;35.81992;1.043478261;1.124617737;6.122075827;0.220416434;0.368081666;0.492131964;-0.779260161;-1.60092487;18;6;1;7;7.900232143;-0.199294708;-0.68365739;-0.039492071;0.130937311;-0.517082996;-0.682381015;-0.176345724;-0.15149461;0.237348485;0.358402923;-2.992620857;Value;0.23;0.05;-0.08;0.27
1805;1805;1805;GV_006304;31.03.2017;KLAC;KLA CORP;2017Q1;2017Q3;28.04.2017;27.04.2017;0.548888597;2.184624767;1.129561262;2.991750711;2.47101336;1.747526067;0.609398537;0.175794837;31;1.070782221;91.78928;2.304347826;0.973399768;2.294939094;-0.455659586;-0.023977713;0.628254602;0.727142553;0.312270981;124;7;18;59;0.887074367;1.341945946;1.907263485;0.902875306;0.78194352;0.784192932;4.071058213;4.014045402;0.973938555;0.239438448;0.008380312;0.015649038;Growth;0.01;0.24;0.97;0.02
1829;1829;1829;GV_006310;31.03.2017;KMI;KINDER MORGAN INC;2017Q1;2017Q1;23.04.2017;19.04.2017;13.01034093;0.696989024;17.7435441;5.360608611;7.510728866;8.486261;3.294990949;17.50748805;31;-0.341216271;14.48818;0.5;1.130575767;7.31814099;-0.034264952;0.383791471;-0.585972432;-0.669126168;-0.949908271;104;3;7;51;19.46975414;1.644135939;0.611356218;0.680992439;0.037219339;-0.542487427;-0.268183316;-0.389363749;0.335158249;-0.266270498;-0.148274596;0.19235845;Value;-0.08;-0.28;0.3;0.05
1853;1853;1853;GV_006338;31.03.2017;EVRG;EVERGY INC;2017Q1;2017Q1;11.05.2017;09.05.2017;1.584905185;-0.346418412;1.668951149;0.527293807;0.75380898;0.93444897;0.244347312;1.549656695;31;0.158303145;41.83481;1.695652174;1.486106717;0.850417833;-1.300600894;-1.073324112;-0.784954483;-0.149419748;-0.417349858;45;10;23;21;0.758795006;1.270199759;0.398945681;0.271819241;0.39088057;-0.577990822;-0.20600003;-0.182182387;0.433437921;-0.098696819;0.086304217;0.473551978;Value;0.06;-0.15;0.2;0.38
1877;1877;1877;GV_006375;31.03.2017;K;KELLANOVA;2017Q1;2017Q1;09.05.2017;04.05.2017;2.23943446;0.436563014;3.163328188;3.149786382;3.030390704;2.760607159;3.106692822;0.623546145;31;0.354253051;52.56226;2.304347826;1.491695666;3.674525575;-0.476523197;-0.940897314;-0.6756538;-0.599634346;-0.770872091;107;2;10;27;2.628158359;0.073489701;0.205916151;0.648964589;1.063565977;-0.433389311;2.208826926;3.338711273;-0.045103437;0.090013505;0.057866649;0.14925247;Value;0.05;0.1;0.11;0.23
1901;1901;1901;GV_006379;31.03.2017;KELYA;KELLY SERVICES INC  -CL A;2017Q1;2017Q1;23.05.2017;11.05.2017;0.015188558;-0.233103866;-0.242221565;-0.074964662;-0.129593386;-0.17871404;1.011555193;0.12582742;31;-0.215891406;21.3492;0.282608696;0.56472108;-0.226561645;0.519200671;0.261214471;0.110040348;-0.711263166;-0.616722844;74;6;2;56;-0.174591508;-0.73978156;-0.42420702;-0.870617467;-0.139412255;-0.416456185;-0.2879036;-0.562762816;-0.55602677;0.081950436;0.046123748;0.124513309;Value;0.41;0.46;-0.29;0.36
1925;1925;1925;GV_006386;31.03.2017;KMT;KENNAMETAL INC;2017Q1;2017Q3;19.05.2017;25.04.2017;0.048595838;-0.087432718;0.110064427;0.264142433;0.256182728;0.221191199;0.197304876;0.089928503;31;0.018858497;34.20079;0.826086957;0.91598123;0.162679338;1.677557295;1.230390992;1.00763007;-0.867615991;-1.380556761;79;6;1;45;0.202735527;0.140651302;0.13344619;0.168047401;0.101057225;-0.252005613;0.296621029;0.289648382;-0.093572041;-0.044832186;-0.004548842;0.163520578;Value;0;-0.05;-0.14;0.16
1949;1949;1949;GV_006461;31.03.2017;KEX;KIRBY CORP;2017Q1;2017Q1;19.05.2017;26.04.2017;0.370312871;-0.348020829;0.09988125;0.119219224;0.085280783;0.220968566;0.157799715;0.834280857;31;0.716613469;72.4;-0.043478261;-0.125988611;0.271081621;0.63725545;0.599879215;0.098605852;-0.948397025;-1.460638986;92;6;22;46;-0.037976499;0.214079901;-0.020284183;-0.317469125;-0.406345532;-0.575287541;-0.294764447;-0.29754439;0.177993451;0.276777092;0.791631844;0.908485759;Value;0.67;0.3;-0.03;0.69
1973;1973;1973;GV_006509;31.03.2017;KLIC;KULICKE & SOFFA INDUSTRIES;2017Q1;2017Q2;17.05.2017;03.05.2017;-0.162361885;0.801167399;-0.234124826;0.185124597;0.003510654;-0.091110965;-0.154702425;0.025979095;26;-0.259353672;18.96982;-0.043478261;-0.125988611;-0.127306962;0.828242035;-0.138497204;0.257427723;1.080480307;-0.002733303;124;7;18;59;0.118177989;0.248358627;0.917227647;-0.818726193;-1.153866793;2.499459252;0.265942718;-0.254251973;0.062595058;0.087280573;-0.057744694;-0.148903884;Growth;-0.06;0.09;0.06;-0.15
1997;1997;1997;GV_006527;31.03.2017;LYTS;LSI INDUSTRIES INC;2017Q1;2017Q3;02.06.2017;27.04.2017;-0.299271174;-0.343718485;-0.214345251;-0.236723155;-0.274990649;-0.301926914;-0.28464632;-0.329825038;31;-0.466875407;7.60886;0.173913043;1.007882527;-0.331915147;1.885382895;0.743075335;0.705252532;-0.231826469;-0.178716703;46;6;1;22;-0.289748945;-0.665195713;-0.565596293;-0.120798687;-0.579514118;-0.450272675;-0.599132978;-0.347273191;-0.369337114;1.237052217;7.428532599;-4.447732421;Value;4.73;1.31;-0.35;-4.45
2021;2021;2021;GV_006565;31.03.2017;LRCX;LAM RESEARCH CORP;2017Q1;2017Q3;25.04.2017;18.04.2017;1.645079421;5.301134846;0.659144535;7.072255134;4.004761349;3.207779011;1.936243431;3.131521265;31;1.500014339;115.28797;1.913043478;0.618765159;3.059706865;0.178563443;0.376295026;0.464412709;0.792829362;0.859286534;124;7;18;59;0.946759404;0.739801274;1.814485043;-0.348125995;-0.443693189;0.782157579;1.1987674;0.188288774;0.265309566;-0.00960614;-0.112117125;-0.238133014;Growth;0.01;0.24;0.97;0.02
2045;2045;2045;GV_006649;31.03.2017;LEG;LEGGETT & PLATT INC;2017Q1;2017Q1;10.05.2017;27.04.2017;0.179916525;0.358435212;0.325741975;0.863999492;0.635863682;0.502313381;0.65913813;0.133864223;31;0.143481573;41.02339;1.434782609;1.21203733;0.799638281;0.005226383;-0.2057626;-0.097114396;-0.564639298;-0.503808714;65;1;4;35;0.708270218;-0.018295977;0.273445213;0.382679168;0.361404291;0.074228055;1.152552155;1.449574085;-0.028520176;0.221681583;0.139050985;0.105000697;Value;0.27;0.34;-0.05;0.3
2069;2069;2069;GV_006737;31.03.2017;LECO;LINCOLN ELECTRIC HLDGS INC;2017Q1;2017Q1;24.04.2017;18.04.2017;0.001396021;0.711445324;0.114500516;0.479570541;0.378774596;0.24992793;0.25322407;-0.010120486;31;0.80011126;76.97116;1.47826087;0.724586101;0.566584678;1.019046954;0.58921899;-0.224433808;-0.669070804;-1.002896268;79;6;1;45;0.070888867;0.100006268;0.329767214;0.325648599;0.226378297;0.906227845;0.952773205;1.651925173;0.261042702;0.539402948;0.363585308;0.373568424;Growth;0.38;0.54;0.45;0.25
2093;2093;2093;GV_006821;31.03.2017;LPX;LOUISIANA-PACIFIC CORP;2017Q1;2017Q1;05.05.2017;05.05.2017;0.006001677;1.370642017;-0.052241082;0.468846783;0.350103598;0.311648537;0.285323552;0.230459434;31;-0.205674016;21.90856;-0.043478261;-0.125988611;0.206969684;0.736528787;0.524914769;0.1939014;0.670545498;0.175334765;56;8;14;52;0.774596886;0.151435609;0.276677906;-0.241948099;-0.510527325;1.792914671;0.383143699;0.114289175;-0.096619802;-0.057817711;-0.021440717;0.023032974;Growth;-0.02;-0.15;-0.31;0.03
2117;2117;2117;GV_006865;31.03.2017;MDC;MDC HOLDINGS INC;2017Q1;2017Q1;10.05.2017;09.05.2017;0.077346089;0.495190755;0.192378821;0.052716675;-0.013183751;-0.117438698;0.25408853;0.271160468;31;-0.224917473;20.85506;0.819347826;1.420146578;-0.081553785;0.727711012;0.265375699;0.232315485;1.069196128;0.830565878;67;1;4;35;-0.0208929;-0.512271172;-0.173779665;0.322910193;-0.274235179;0.390311476;-0.182544679;-0.396096619;-0.418946374;0.062312837;-0.117665301;-0.034856445;Value;0.09;0.27;-0.43;0.07
